"gender","height","handsize","age","gaming","chat","maps","video","social","reading","total_minutes","days_ago","years_ago","discount","phone_id","brand","size_cat","price","screen_size","review"
"male",65.9,6.47,18,300.340538881101,158.60695048922,85.4997315935836,424.208326432487,12.3046415624098,116.594394757757,1097.55458371656,765.484659342095,3,"","H1","huawei","s",599,5.2,"Impressed by Huawei's battery life and camera quality, this user values a phone that can keep up with their busy week of constant communication and multitasking."
"female",61.5,6.51,20,263.272890805579,110.176192620301,48.5176549643399,421.656235088647,70.004688946346,49.2133082183346,962.840970643548,704.564548462629,2,"","H1","huawei","s",699,5.7,"Huawei offers outstanding battery life for heavy users like me. The camera quality is impressive and the sleek design is a bonus."
"male",73.4,7.99,23,106.559565199668,348.660701842978,76.3236169236104,229.75167474344,238.129483570189,48.6366976459179,1048.0617399258,716.506018217187,2,"","S1","samsung","s",749,5.8,"Impressed by the seamless performance of my Samsung device, it easily handles my intensive weekly phone usage without any lag."
"female",60.7,6.21,20,150.111334803908,376.098405559759,82.5040767338835,309.615873028433,254.228394016638,79.8419413670663,1252.40002550969,244.329196032602,1,"H2","S1","samsung","s",799,6.1,"Impressive Samsung phone with a battery life that easily lasts through my busy week of calls, texts, and social media usage. Great choice for a heavy user."
"male",67.9,6.81,19,87.4210678325697,298.692222458371,198.218174000095,254.938848408409,104.538562343753,264.047382120761,1207.85625716396,702.939850573428,2,"","A2","apple","l",899,6.1,"Apple phones are reliable for heavy users like me. Battery life lasts all day with frequent use. Camera quality is unmatched. Great investment."
"female",64.2,5.63,22,352.284974854284,261.576554669145,79.9242718884652,405.657411008854,184.484854016057,94.1477102993847,1378.07577673619,498.774718963541,2,"H2","S1","samsung","s",749,5.8,"Samsung phones are durable, user-friendly, and packed with features. Perfect for those who need a reliable device for heavy daily use."
"female",72.7,8.38,18,37.9896510354373,246.118521748121,313.271581690434,307.430781853836,108.846620079813,368.788800051035,1382.44595645868,533.838570069987,2,"","S2","samsung","l",849,6.3,"Samsung's user-friendly interface and impressive battery life keep me effortlessly connected for hours on end every week. A perfect fit for multitaskers on the go."
"female",64.5,7.28,19,217.573196039847,179.150613197946,87.8258512001035,319.728578801431,128.624782802731,143.614815780009,1076.51783782207,611.484403490555,2,"H1","A1","apple","s",799,5.8,"Apple brand delivers seamless performance for heavy phone users like me. Its efficiency keeps up with my constantly buzzing lifestyle."
"female",60.1,5.45,18,96.0029769089174,456.13510432272,95.4844972860438,302.409330279677,293.581733988137,196.955362454208,1440.5690052397,960.003558315802,3,"H1","A2","apple","l",899,5.8,"Apple's seamless integration makes daily multitasking effortless. Superior battery life and exceptional performance elevate the user experience for heavy users."
"male",55.3,3.67,21,189.071360216222,261.481600684017,146.657839438846,286.879112814105,208.1289447256,133.873968690784,1226.09282656957,1026.58303720271,3,"","S1","samsung","s",699,5.6,"Samsung's sleek design and responsive interface make it perfect for heavy users like me. The battery life is impressive and the camera quality is top-notch."
"female",63.9,6.76,18,265.480438734573,220.335397077276,73.45520963055,403.372207110494,79.6226883917219,38.5177375190549,1080.78367846367,861.429457358085,3,"","H2","huawei","l",699,5.7,"Huawei phone offers reliable performance with impressive battery life for high usage individuals like me. Its sleek design and camera quality are top-notch."
"female",59,5.75,20,127.693325183738,376.256191382514,67.1096856412776,345.508886701616,226.741067964308,83.403863366327,1226.71302023978,191.394405804574,1,"","H1","huawei","s",749,5.9,"As a heavy Huawei user, I appreciate the sleek design and excellent battery life. Its smooth performance keeps me productive all week long."
"female",69.3,7.31,19,487.962662715836,171.986156967555,72.7995902553056,632.04051551579,130.996018455113,38.9155833923979,1534.700527302,140.457631645724,1,"A2","A2","apple","l",899.1,6.5,"Apple phones are reliable for heavy users like me, who constantly rely on their device for work, communication, and entertainment. Smooth performance!"
"female",60.6,5.96,18,305.865924461008,259.227743171047,74.4408938937794,280.013201268939,300.315332604656,257.797608022503,1477.66070342193,1060.26270745089,3,"","A1","apple","s",749,5.5,"An Apple smartphone that easily handles my heavy weekly usage with its reliable performance and long-lasting battery life. Ideal for power users."
"male",71.6,8.23,21,157.025161011125,261.977511164169,48.7201494509301,200.880163196254,135.512705011897,214.467875141644,1018.58356497602,62.0217214561999,1,"","S1","samsung","s",799,6.1,"Samsung phone delivers exceptional battery life for heavy users like me. Fast charging is a game-changer for my busy lifestyle. Stylish design tops it off."
"male",73.2,9.12,20,43.7715054650938,324.169354505148,206.212646551586,310.071430654089,61.4600738273982,248.064354477245,1193.74936548056,972.547861047089,3,"","S2","samsung","l",799,5.9,"Samsung offers a sleek design with impressive battery life. Perfect for busy individuals who rely heavily on their phone for multitasking and organization."
"male",68.3,6.93,18,109.314131829157,341.088470905255,117.123142159398,256.139579242643,128.772883249168,214.698765545814,1167.13697293144,587.502080902457,2,"S1","A1","apple","s",799,5.8,"With its seamless integration of apps and superior performance, this Apple smartphone is a reliable companion for those who value efficiency and productivity."
"male",68,6.53,19,404.486049324964,192.715495592784,79.4407929189489,501.128523336461,62.9221646142408,18.4831110699013,1259.1761368573,655.47052906733,2,"S2","S2","samsung","l",764.1,6.3,"Samsung delivers exceptional durability and efficiency for heavy phone users. Perfect for those who need reliability and performance in their daily tech companion."
"female",60.9,6.02,18,100.117687205242,118.550157854075,289.420647912665,199.366074855171,16.467420356601,460.438623856542,1184.3606120403,950.035767211579,3,"","S2","samsung","l",799,5.9,"Samsung's performance blew me away with its long-lasting battery life and smooth interface. Perfect for those who need a reliable phone for heavy daily use."
"female",66.4,6.35,18,0,331.248151992966,323.158033693404,240.200213484218,48.0096100183403,410.135376640299,1352.75138582923,497.234110706486,2,"","S1","samsung","s",749,5.8,"Samsung phone's exceptional battery life impressed me with its ability to last through my busy week of heavy usage without needing frequent recharges."
"female",69.8,8.78,19,164.093689968258,174.858024000497,64.6994741357091,361.749064720269,70.76218560714,131.563307157282,967.725745589155,305.239386714529,1,"","H2","huawei","l",799,6.3,"With its impressive battery life, the Huawei phone is ideal for power users who need their device to keep up with their busy week."
"female",60,6.53,21,618.0137469025,117.681310607101,92.1287638894356,540.58817946863,187.656193853869,17.101167760092,1573.16936248163,520.732762150466,2,"H1","H2","huawei","l",749,6,"Impressed by the sleek design and long-lasting battery of this Huawei phone. Perfect for power users who demand performance and style."
"male",68.4,7.07,20,205.737576117976,196.623163547077,170.879250448972,225.707698763474,107.197526580201,244.955196068132,1151.10041152583,393.900386795867,2,"A1","A1","apple","s",719.1,5.8,"A reliable choice for heavy users like myself, this Apple smartphone keeps up effortlessly with my busy 7-day schedule without missing a beat."
"female",62.7,6.4,22,0,370.89232886906,401.626738731682,292.093667780973,19.196264759789,418.179240619081,1501.98824076058,1021.64991675504,3,"","A2","apple","l",899,5.8,"Apple's sleek design and intuitive interface make it a perfect fit for my busy lifestyle. Its exceptional battery life keeps up with my on-the-go schedule."
"male",67.1,6.3,18,98.0972340801086,392.92863205195,136.219202485624,296.825520978867,296.037505368519,125.648300489733,1345.7563954548,1033.88254428189,3,"","A1","apple","s",749,5.5,"Apple's camera excels in capturing vibrant details, perfect for my photography hobby. Regular software updates keep my device running smoothly."
"female",62.2,6.41,20,347.925607436368,219.974435988917,98.5008011573986,414.581846487593,88.8011725656755,147.495051548822,1317.27891518477,694.646539449692,2,"A1","S1","samsung","s",749,5.8,"Impressive battery life on this Samsung phone, easily lasts me through my busy week of constant communication and multitasking. Stylish design too!"
"male",70.8,7.47,19,12.7662465214331,312.000457248779,251.269486166193,241.556438157757,111.944967542217,360.180136324513,1289.71773196089,231.964094412979,1,"","A1","apple","s",849,6,"Impressive battery life for heavy use. Effortlessly integrates with other Apple devices for seamless connectivity. Ideal for busy multitaskers."
"female",65.4,6.55,18,512.065720188824,96.7724522593692,69.164060124156,570.322185346198,118.40138590416,0,1366.72580382271,334.987315070815,1,"H2","A1","apple","s",849,6,"Apple's battery life impresses me, lasting well over a week with heavy usage. The camera quality is superb for capturing every moment."
"female",66,8.43,19,179.00861398847,412.678000111424,136.595417179842,329.41479955851,214.45215239425,137.808164570603,1409.9571478031,212.513891479,1,"A1","S1","samsung","s",799,6.1,"Samsung delivers a seamless experience for heavy users with advanced features. Perfect for those who demand high performance and efficiency."
"female",63,5.44,21,162.101737423596,203.017841555516,116.84600913339,222.109963277138,117.959662580035,193.789754243017,1015.82496821269,84.0922669069842,1,"","H1","huawei","s",749,5.9,"Impressive battery life on my Huawei. With my heavy daily usage, it still lasts me well over a day. A true workhorse for a busy individual."
"female",65.1,6.36,22,144.919744122805,404.936204505766,122.607030104962,337.489138836861,310.714710996035,140.860392294804,1461.52722086123,91.8267402360216,1,"S1","S2","samsung","l",899,6.8,"My Samsung phone has a stellar battery life, lasting me through my heavy 1461 minutes of weekly usage without needing a charge. I'm always on the go!"
"female",67.3,8.26,20,248.851010319739,205.551770917237,50.7618025748305,482.372669216028,108.862035052704,38.5576426842493,1134.95693076479,330.944883988705,1,"","A1","apple","s",849,6,"I have an Apple phone and use it for everything from work to entertainment. The battery life is impressive, lasting me through my long days without needing a charge."
"female",58.3,4.86,21,460.536873667259,121.893900252419,4.40425595722447,513.676995311635,152.325760153619,21.5502112518275,1274.38799659398,367.659468854312,2,"","H1","huawei","s",699,5.7,"Huawei delivers a seamless experience for heavy users with a sleek design and long-lasting battery. Perfect for those who rely heavily on their phone."
"female",69.2,7.68,20,160.849238277753,206.288471021718,139.233628870754,329.108500245536,58.1017767133011,130.576102688322,1024.15771781738,820.875773365609,3,"S2","H2","huawei","l",699,5.7,"With Huawei's top-notch performance, I breeze through my jam-packed week with ease. Impeccable battery life keeps me going all day long."
"male",70.2,6.65,20,217.589590589412,340.091499151339,142.262264832993,244.228248481976,362.769305239908,55.1557890288578,1362.09669732449,1093.82098531211,3,"","H1","huawei","s",599,5.2,"Impressive battery life on my Huawei phone allows me to go days without charging, perfect for my busy lifestyle! A true workhorse for heavy users."
"female",70.6,9.17,21,276.702662037504,92.094753720618,0,501.112071185853,111.999141579612,86.8685025355813,1068.77713105917,346.047610657755,1,"","S1","samsung","s",799,6.1,"Samsung's exceptional battery life keeps up with my non-stop schedule, making it the perfect companion for my on-the-go lifestyle."
"female",68,8.15,21,365.177971326629,172.605989238288,33.9328018493708,533.858549792346,129.640479976163,85.5175409250627,1320.73333310786,862.472966060042,3,"","A2","apple","l",899,5.8,"With Apple, I confidently navigate my busy week with seamless connectivity and impressive performance. It's perfect for a multitasking go-getter like me."
"male",67.5,6.99,19,0,351.326568110918,282.854494334079,242.938582566195,139.612908104977,309.032906370302,1325.76545948647,839.766481335741,3,"","S1","samsung","s",699,5.6,"The Samsung phone exceeded my expectations with its exceptional battery life and smooth performance, making my busy week more manageable."
"female",60.7,5.63,22,294.093795204421,149.552922345338,61.2268739345326,490.20028312022,50.0008902245901,96.1112993209398,1141.18606415004,619.652675193269,2,"","H1","huawei","s",699,5.7,"The Huawei smartphone offers a sleek design and impressive battery life. As a heavy user, I never worry about running out of juice during my busy week."
"female",61.9,6.2,20,129.530653653239,332.985683293785,143.808833313518,243.260380805256,225.976978385472,198.085864527974,1273.64839397924,124.95607869979,1,"","H1","huawei","s",749,5.9,"Huawei: With reliable performance and long-lasting battery, this phone is perfect for a busy multitasker who needs a phone that can keep up with their hectic schedule."
"male",71.7,7.9,20,153.955749857612,376.098410053252,82.9297581609884,349.118286448023,227.964313619561,119.305080997461,1309.3715991369,844.093063187785,3,"S2","S1","samsung","s",699,5.6,"Samsung offers reliable performance for heavy users like me who rely on their phone for work, socializing, and entertainment. Great battery life and smooth multitasking."
"male",74.4,8.29,19,159.576253653145,355.671457150093,112.766826659184,308.79660216741,383.923121799584,171.919653823245,1492.65391525266,934.51588204829,3,"","S1","samsung","s",699,5.6,"Samsung phone provides exceptional battery life, perfect for a heavy user like me who relies on their device for work, communication, and entertainment."
"male",72,7.72,20,83.8644201485843,470.984066400722,62.5543721643296,192.032901195316,263.642991647717,89.3294217775315,1162.4081733342,333.78944243025,1,"","A1","apple","s",849,6,"Apple phone: With stunning camera quality and smooth performance, this phone is perfect for someone who values both style and functionality in their daily life."
"male",68.9,7,19,169.186394560881,343.930384215826,116.314486357758,228.088247773982,163.461942134387,203.31313441574,1224.29458945857,638.376052105799,2,"","H2","huawei","l",749,6,"Impressive battery life on my Huawei - lasts through my busy week with over 1200 minutes of use. It's a reliable workhorse for heavy users like me."
"female",64.7,6.45,21,368.293334651411,147.797288031405,29.2204028939497,463.541916021472,175.172895947312,11.4298636918997,1195.45570123745,846.76457090769,3,"","A1","apple","s",749,5.5,"Apple excels in performance, efficiency, and camera quality. Perfect for busy bees who demand top-tier capabilities to match their on-the-go lifestyle."
"male",68.2,6.99,20,217.779885652611,271.003808053351,147.99665339085,343.851257664017,124.248137260009,12.5512188208285,1117.43096084167,240.350307603367,1,"H1","S2","samsung","l",899,6.8,"Samsung's efficient battery life keeps up with my busy week of calls, messages, and media consumption. A reliable companion for the productive user."
"male",67.8,6.73,22,201.221939070305,421.459971126,30.6922623335126,427.235125077502,384.820649180476,75.1814963949252,1540.61144318272,579.131601309404,2,"","S1","samsung","s",749,5.8,"Impressed by the Samsung's battery life, camera quality, and sleek design. Perfect for the avid multitasker on-the-go."
"female",66,6.63,18,116.632497009957,411.299890832668,115.851121953403,329.012737379065,326.8454225041,44.7169545990021,1344.35862427819,578.919659164734,2,"","A2","apple","l",899,6.1,"Apple's long battery life is ideal for a busy multitasker like me. The sleek design and smooth performance make it worth the investment."
"male",68.4,7.12,21,0,505.866011883401,283.689047390323,265.461418252952,81.2495352020227,270.346279821562,1406.61229255026,558.375940522645,2,"","S1","samsung","s",749,5.8,"Samsung offers a sleek and functional smartphone perfect for power users. With my high weekly phone usage, the battery life and performance impress me."
"female",70.8,9.52,19,116.382787281722,459.679168739282,145.11737519063,259.735218116605,352.235292959196,115.432763773529,1448.58260606096,514.181287278887,2,"S2","S2","samsung","l",764.1,6.3,"Samsung phone is a powerhouse of productivity. With my busy schedule, its long battery life keeps up seamlessly for a whole week."
"female",61.8,4.95,22,96.4256837425673,347.500295913812,212.888525287382,256.886964483324,142.549885830325,283.112437789269,1339.36379304668,629.696528786793,2,"A1","A1","apple","s",719.1,5.8,"Apple delivers outstanding performance for heavy users like me. Excellent battery life and seamless multitasking. A must-have for power users."
"female",67.8,7,19,350.268314774208,170.970650668315,34.1947150299234,600.166731044158,78.1189024799547,67.1597043058823,1300.87901830244,326.541766638402,1,"A2","S1","samsung","s",799,6.1,"The Samsung phone is a reliable choice for heavy users with high weekly phone usage. Great battery life and durable design make it a solid option."
"female",59.9,5.41,20,150.064063278094,146.843296917413,209.350781964742,201.113972151844,125.861657860667,292.833929986737,1126.0677021595,801.499656064436,3,"A1","A1","apple","s",674.1,5.5,"A reliable Apple smartphone that effortlessly handles my busy week of juggling work calls, social media updates, and streaming - a true multitasking gem!"
"female",66.6,7.5,22,259.371870796825,277.463254513407,108.97663898878,408.311774409247,343.845016400185,58.173577773287,1456.14213288173,602.17883078428,2,"","A2","apple","l",899,6.1,"Apple phone user who is constantly connected throughout the week, this device seamlessly integrates into a busy lifestyle with its intuitive interface and reliable performance."
"female",65.5,7.51,20,403.178499298042,285.764314232983,3.48063121628667,412.533160042536,234.539697499925,0,1339.49630228977,808.919663257897,3,"","A1","apple","s",749,5.5,"This Apple phone is a powerhouse for heavy users, offering smooth performance for multitasking and entertainment on the go. Ideal for busy bees."
"female",63.5,6.75,18,178.298993165569,115.941091568817,227.473325012468,256.209143647752,138.258535583988,288.724649905351,1204.90573888395,223.503580354154,1,"","S2","samsung","l",899,6.8,"Samsung phone: long-lasting battery, smooth performance. Great for busy multitaskers who need a reliable device for all-day use."
"female",56.6,4.8,19,125.050880274904,414.425907468913,82.9878299079053,215.480882487067,259.167799291529,153.181451582299,1250.29475101262,384.389546541963,2,"","H1","huawei","s",699,5.7,"Huawei's sleek design and powerful performance elevate my daily tasks, seamlessly integrating with my fast-paced lifestyle. A true companion for busy bees."
"male",67.3,7.33,21,324.834723945126,106.453502182477,38.8611316451285,498.664327018276,103.474316641566,85.1402476981853,1157.42824913076,999.52349664364,3,"H1","H2","huawei","l",699,5.7,"Huawei offers reliable performance for heavy phone users. With sleek design and impressive battery life, it's perfect for those always on-the-go."
"female",63.9,7.41,24,107.550419605727,515.884962739847,104.830747495114,323.673431230701,417.301625959646,49.2493215175051,1518.49050854854,54.6439218427986,1,"S1","S1","samsung","s",719.1,6.1,"Samsung delivers outstanding performance for heavy users like me with a high weekly phone usage. The battery life and processing speed are impressive."
"male",69.4,7.88,19,181.966557043195,305.473202628618,140.305828306976,283.802787631169,246.450406345732,208.360693879846,1366.35947583554,52.8985554715618,1,"H1","A2","apple","l",999,6.5,"With Apple's sleek design and seamless performance, this phone is perfect for someone who values both style and functionality in a device they use frequently."
"male",61.5,4.72,20,224.125753787926,327.919114750984,80.5081316791725,426.521336769122,170.134847711158,97.5097636689943,1326.71894836736,502.767840453889,2,"H1","A1","apple","s",799,5.8,"Apple brand offers exceptional performance. With a usage level that suggests frequent communication and productivity, this phone caters well to busy individuals."
"male",71.9,7.8,18,201.48146771729,151.006100931589,29.1415835187282,333.92730022169,8.60939204881815,63.4496409293878,787.615485367503,763.534344838001,3,"A2","H1","huawei","s",599,5.2,"Impressive battery life on my Huawei, perfect for my busy schedule. Smooth performance for multitasking with various apps. Great value for the price."
"male",64.8,6,22,271.475483921442,247.719396637819,53.749310588603,330.295807505985,111.146252448634,59.8711773274198,1074.2574284299,1062.14497030666,3,"","A1","apple","s",749,5.5,"Apple phones give me seamless performance on my busy 1074 minutes a week. The sleek design and smooth user experience make my day-to-day tasks a breeze."
"male",66.9,6.79,19,466.299984056299,212.375583098473,84.0720017261214,524.565973576005,158.965553127154,67.0205126602247,1513.29960824428,837.82892864896,3,"","A1","apple","s",749,5.5,"Apple's powerhouse device exceeds expectations with seamless performance. Perfect for multitasking, gaming, and a busy on-the-go professional like me."
"male",67.2,6.12,23,299.116566566551,309.679612052642,63.5603329248724,343.317376165529,210.482448464927,193.615078017403,1419.77141419192,83.9257820183411,1,"","A1","apple","s",849,6,"As a power user who relies heavily on my smartphone for work and play, I appreciate the seamless performance and reliability of my trusty Apple device."
"female",66.3,7.72,18,357.355256688372,202.064061714551,58.2307780156486,499.22422288723,64.4103411008543,113.193574795694,1294.47823520235,993.127556898165,3,"A1","A2","apple","l",899,5.8,"Apple phones have seamless integration and impeccable camera quality. With high weekly phone usage, this user clearly values productivity and staying connected."
"male",68.2,6.4,20,144.171453098397,401.396842604217,149.629776047108,375.585655559735,280.31000348824,184.540105013619,1535.63383581132,587.006611534394,2,"","A2","apple","l",899,6.1,"Apple's smooth performance and exceptional camera elevate my daily multitasking and content creation. Sturdy build suits my active lifestyle."
"male",67.8,6.71,19,246.170010129318,397.110941601635,117.500193233109,310.469819126006,344.957627109728,153.372671750927,1569.58126295072,545.499291815329,2,"","A1","apple","s",799,5.8,"Apple provides a seamless user experience with top-notch performance. The long battery life easily lasts through heavy weekly usage. A power user's dream!"
"male",60.9,5.82,18,15.470631845075,413.859759237497,215.409638507631,247.979832119626,149.668582894115,298.197005211888,1340.58544981583,476.978006217629,2,"","S2","samsung","l",849,6.3,"Samsung's battery life impressively matches my talkative nature, lasting well into my countless phone calls each week. A reliable device for the chatty individual."
"male",76.5,9.17,19,0,309.786418941548,278.821786412626,272.64525443676,41.1606705854198,386.702512734889,1289.11664311124,747.630495863967,3,"A1","S2","samsung","l",799,5.9,"Samsung excels with impressive battery life and a smooth interface. Perfect for a heavy user like me who needs reliability and efficiency on the go."
"male",71.5,7.92,18,149.857507147197,354.994371865689,161.764004151598,289.675276554342,261.059298380813,175.153822204985,1392.50428030462,875.013791908044,3,"H1","A1","apple","s",749,5.5,"Impressively efficient for everyday tasks with seamless performance and excellent battery life. Perfect for tech-savvy individuals who demand top-notch quality."
"male",70.3,7.29,21,199.439996860293,349.987563246347,150.241980170733,311.214871374968,234.745899005031,16.8514520242309,1262.4817626816,265.894428078085,1,"S1","S1","samsung","s",719.1,6.1,"Samsung phones offer exceptional battery life, perfect for heavy users like me. With a sleek design and top-notch camera, it's my go-to for all-day use."
"male",70.5,7.57,21,389.725304721177,238.841150849653,44.7567640301011,705.019503389073,67.1773675160638,23.3118357438611,1468.83192624993,3.35237135319039,1,"S1","H2","huawei","l",799,6.3,"Huawei delivers exceptional performance for heavy users like me, seamlessly handling my extensive weekly phone usage. A reliable choice for power users."
"male",72.4,8.43,19,54.2826889487681,464.529871102231,180.329234847296,371.240897732646,438.169603379281,189.114246457415,1697.66654246764,143.979672894347,1,"H2","A2","apple","l",999,6.5,"Apple delivers a seamless experience for heavy users - the battery life easily lasts a full day on a single charge. The camera quality is exceptional."
"female",64.5,7.39,22,278.229804569286,232.38460527406,136.130256949395,350.999350789526,326.759123971783,83.4634332754739,1407.96657482952,550.524077934679,2,"","A1","apple","s",799,5.8,"Apple's device is a reliable companion for power users like myself, effortlessly handling my demanding 1400+ minute weekly usage with ease."
"female",60.2,5.95,18,362.73909329201,168.268722137295,82.3598448824012,426.204355080435,98.7865502450194,0,1138.35856563716,703.299784408417,2,"H2","A1","apple","s",799,5.8,"Apple delivers exceptional performance and reliability. Its sleek design, user-friendly interface, and impressive battery life make it perfect for power users."
"male",62.8,5.61,18,419.226436919473,193.03346852692,63.1730069253843,464.582614155678,142.689955471567,89.5265147387257,1372.23199673775,317.563044140115,1,"A1","A1","apple","s",764.1,6,"Apple's phone offers exceptional battery life and smooth performance for heavy users. Perfect for those who need a reliable device for frequent tasks."
"female",59,6.35,19,121.778182389565,240.578502825957,198.711375803109,289.955101974441,89.7488735970541,254.879441902896,1195.65147849302,477.641179039143,2,"","S1","samsung","s",749,5.8,"Samsung delivers exceptional performance and durability. With my busy schedule, this phone has kept up effortlessly, making multitasking a breeze."
"female",67.3,8.31,20,485.849041640953,114.623498071632,35.9238445467249,654.596790888196,42.7743129324181,0,1333.76748807992,541.964391192887,2,"H1","H2","huawei","l",749,6,"With Huawei, I effortlessly breeze through my week-long work calls, streaming, and gaming - a powerhouse for the modern multitasker who demands high performance."
"female",59.8,5.06,18,217.485211345831,184.474966787633,52.472298960671,475.520584741615,135.770312582996,82.0424207049628,1147.76579512371,510.764395641163,2,"S2","H2","huawei","l",749,6,"Huawei smartphone offers smooth performance for heavy daily use. Great battery life & impressive camera. Perfect for someone with a busy lifestyle."
"male",68.6,7.23,21,232.006701746589,148.554464323945,65.0857936972454,323.420299615011,127.734182950427,33.6834060284705,930.484848361687,508.930150199216,2,"S2","A2","apple","l",899,6.1,"Apple's sleek device offers seamless integration with my busy lifestyle. Its long-lasting battery easily supports my active weekly schedule."
"female",68.2,7.28,21,163.081592944322,394.565104277235,80.6915906203115,353.072943643998,336.482208687056,126.657167131444,1454.55060730437,358.965195399243,1,"H2","H2","huawei","l",719.1,6.3,"With a Huawei phone, I can effortlessly breeze through my busy week of calls and productivity tasks. The sleek design and seamless performance make it a reliable companion for a power user like me."
"female",64.9,6.75,20,470.173323189394,227.182755302357,64.4219316007461,446.79963610865,176.052889085092,100.777299165604,1485.40783445184,611.403402298689,2,"H2","A2","apple","l",899,6.1,"Apple's performance is unmatched, ideal for power users like myself. I need a reliable, fast phone to keep up with my busy schedule and demanding tasks."
"female",66.7,6.63,20,262.398877800201,131.576946140836,53.5397586782381,335.28728421884,137.424032977662,117.008885459147,1037.23578527492,172.918758227024,1,"S2","S1","samsung","s",799,6.1,"The Samsung phone is reliable with impressive battery life, perfect for heavy users. The sleek design and smooth performance make it a top choice."
"female",63.4,6.01,20,223.11458055724,441.33626943469,146.357686936966,222.372898034019,432.460118751841,148.035503128248,1613.677056843,549.742969486862,2,"A2","H1","huawei","s",699,5.7,"With its impressive battery life, sleek design, and lightning-fast performance, this Huawei phone is perfect for busy professionals who are always on the go."
"female",55.4,4.04,20,300.003544513883,313.904856951442,74.292167849942,298.057466350884,349.08803781231,98.9854752691409,1434.3315487476,419.955549255013,2,"H2","H2","huawei","l",674.1,6,"My Huawei is a reliable companion for my busy week, seamlessly handling my above-average usage with ease. Its battery life and performance impress me daily."
"male",69.5,7.72,18,414.932099736349,71.421557494249,70.8513115691403,489.682623896493,76.8005734843468,42.5134552977115,1166.20162147829,199.161923788954,1,"","H2","huawei","l",799,6.3,"Huawei's sleek design and long-lasting battery make it perfect for the power user who needs a reliable device to keep up with their busy schedule."
"female",66,7.4,19,139.47899171669,262.525291716763,131.796029662929,427.652749303176,280.508192521196,139.965981326187,1381.92723624694,881.949338335544,3,"H1","S2","samsung","l",799,5.9,"Samsung offers great performance and battery life. With my busy schedule, this phone keeps up effortlessly. I rely on it for multitasking at work and play."
"male",71.8,8.2,18,408.284884924427,182.915721692763,70.0261710181874,424.55235735371,98.4815871773272,66.0352339231781,1250.29595608959,212.389683708083,1,"","H2","huawei","l",799,6.3,"Huawei's sleek design and long-lasting battery make it perfect for the busy multitasker. A great choice for those who need a reliable companion all day."
